OBJECTID,FEATURE_ID,FROM_MH,LENGTH_FT,DIAMETER,MATERIAL,SLOPE,CFCC,STORMWATER,LANDUSE,PCI,KNOWN_ISSUES,PACP,UPSOURCE,AGE,FLOW_TO,RISE,Shape,GDB_GEOMATTR_DATA,UPSTREAM_CNT,SL_Class,Q_inf,Q,D_LEFT_TARGET,Dn,N_Full,Sed_Vol,DIRECT_CNT,FlushPerYear,VEG_SCORE,Sed_PerYr,MH_ANGLE,V
41,262206069,260722063743.00000000,275.00000000,8,PVC,0.03083120,LOCAL,NULL,NULL,74,LOW,NULL,NULL,20,260722063742.00000000,8.47857900,0x5F0D000001040C000000E02362F89D114141A40A0C02C9766C41F02422189A114141C8C36804C9766C4158BB00B2981141410496FC04C9766C41180324777C11414148693C12C9766C41A82424777B114141843BD012C9766C4110AA545F7A114141BCDC2013C9766C41A0CB545F79114141F8AEB413C9766C418046D6203311414120327831C9766C4108E916213211414158D3C831C9766C4148CED595311141415C040C32C9766C41D8EFD59530114141D4F6AF32C9766C4108FB099E14114141BCDD7834C9766C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.01916107,8.01200000,0.01200000,73.19034750,10,NULL,0,0.17087637,NULL,0.76827010
42,262206072,260722063746.00000000,137.00000000,8,PVC,0.02445150,LOCAL,NULL,NULL,67,LOW,NULL,NULL,20,260722063745.00000000,3.34985500,0x5F0D0000010407000000406D7AE67310414108017909EC766C418061F95079104141945812EEEA766C41681C6A797A1041417C6BEDB4EA766C41007157807E104141AC062EEDE9766C4180FBE08B94104141F0A536A9E5766C4168E682A794104141E470C6A3E5766C41984CE1C2AB1041417C32DF4FE1766C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.02151603,8.01200000,0.01200000,36.59517375,5,NULL,0,0.17149998,90,0.76827010
43,262206080,260722063753.00000000,159.00000000,8,PVC,0.00461940,LOCAL,NULL,NULL,75,LOW,NULL,NULL,20,260722063754.00000000,0.73448500,0x5F0D000001040A000000E8A4B06E8F114141D026BAA1FB766C41609970EE8B114141A87A5223FD766C41008285538B11414124EDB959FD766C4150BE339A84114141EC5CBE62FF766C41384906B37D114141B0DD701D01776C41E0C1F58476114141F4BDF99902776C4140400AD46E11414164849DEA03776C4190A6FAB06511414108B4F42805776C41A0058EDF5E1141416C8F44EE05776C41C801CE534E1141417066F47807776C4101000000010000000001000000FFFFFFFF0000000002,NULL,4,2,NULL,0.02005215,0.19800761,8.01200000,0.01200000,29.27613900,4,NULL,0,0.11821635,90,1.10378058
44,262206079,260722063752.00000000,114.00000000,8,PVC,0.00059479,LOCAL,NULL,NULL,75,LOW,NULL,NULL,20,260722063753.00000000,0.06780600,0x5F0D000001040A000000E86CCDA89F1141410CDA84EBED766C41B8A410759F114141007FF17DEF766C41D8020E099F114141480AC553F0766C41B8E19D6B9E1141419018DD57F1766C41E064419D9C11414118CB07ACF3766C41287C02B39A114141A8E58771F5766C4120FA6E4E981141412C15E72BF7766C41506223C39511414164C0FFA2F8766C4128A25F569211414158AD9258FA766C41E8A4B06E8F114141D026BAA1FB766C4101000000010000000001000000FFFFFFFF0000000002,NULL,3,2,NULL,0.01503911,0.41386056,8.01200000,0.01200000,7.31903475,1,NULL,0,0.09200931,NULL,0.45804576
45,262206078,260722063751.00000000,55.00000000,8,PVC,0.02382004,LOCAL,NULL,NULL,75,LOW,NULL,NULL,20,260722063752.00000000,1.31010200,0x5F0D00000104050000008008F1AF9F114141441C5E0AE7766C41A004EFAE9F114141780F1639E8766C41C8F10FAA9F114141F05CE5A8EA766C41B03A5FAC9F11414130350206EB766C41E86CCDA89F1141410CDA84EBED766C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.02179936,8.01200000,0.01200000,21.95710425,3,NULL,0,0.25631458,NULL,0.76827010
46,262206081,260722063755.00000000,132.00000000,8,PVC,0.03400000,LOCAL,NULL,NULL,74,LOW,NULL,NULL,20,260722063754.00000000,NULL,0x5F0D000001040800000068F4DC4B05114141D07527A40C776C41B8D85A900811414188D126690C776C4110E58B9308114141C83FB3680C776C41008F4E0A0A11414184B9434E0C776C410864091E1911414134F8FB3C0B776C41E02145F2281141416CC2231E0A776C41984848892A114141008357010A776C41C801CE534E1141417066F47807776C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.01824633,8.01200000,0.01200000,43.91420850,6,NULL,0,0.21359546,90,0.76827010
47,262206100,260722063104.00000000,274.00000000,8,PVC,0.00186747,LOCAL,NULL,NULL,78,LOW,NULL,NULL,20,260722063105.00000000,0.51168600,0x5F0D0000010407000000C8C7EE23160E4141A0B3D2D554766C41A0357845E50D414124929B1755766C419804E136B70D4141E009032655766C41700168F8980D414144E0EE2F55766C41002368F8970D41417C813F3055766C41507F760F960D414180B2823055766C41B08B48CD8D0D4141FCD8EA2955766C4101000000010000000001000000FFFFFFFF0000000002,NULL,324,2,NULL,1.62422415,25.22509893,8.01200000,0.01200000,36.59517375,5,NULL,0,0.03904687,NULL,4.74169613
48,262210006,260722100104.00000000,181.00000000,8,PVC,0.00907651,LOCAL,NULL,NULL,89,LOW,NULL,NULL,17,260722100102.00000000,1.64284900,0x5F0D0000010408000000A82DF5A4FE0C4141E02CCB6C37776C41B0468989FC0C4141384C27E436776C41A032B7C5FA0C414134C7327336776C416872D7AAF50C4141E485272C35776C4108F61816F30C4141CCE6F78634776C41583CC112D20C4141A8C834462C776C4198626D03D10C4141F0014D022C776C414833E241BD0C41411884122627776C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.03531469,8.01200000,0.01200000,43.91420850,6,NULL,0,0.15577128,90,0.76827010
49,262210008,260722100102.00000000,117.00000000,8,PVC,0.00299655,LOCAL,NULL,NULL,80,LOW,NULL,NULL,17,260722100101.00000000,0.35059600,0x5F0D00000104040000004833E241BD0C41411884122627776C413874D9D6A80C414190EE9AE421776C41982147A8A70C41413CFE9EAA21776C4168CEFA30960C4141B872BC5F1D776C4101000000010000000001000000FFFFFFFF0000000002,NULL,158,2,NULL,0.79205992,9.71093405,8.01200000,0.01200000,14.63806950,2,NULL,0,0.03657727,NULL,2.31230859
50,262206095,260722063218.00000000,399.00000000,8,PVC,0.01301010,LOCAL,NULL,NULL,78,LOW,NULL,NULL,20,260722063219.00000000,5.19102900,0x5F0D000001040A000000B0B347B3D2104141D4C8E7E652766C4138D252C0A1104141101D68F452766C41D825D0F399104141F44AFFF752766C4160C810F4981041412CEC4FF852766C417868EB036E104141C8600B0A53766C4140B076663E104141848E231E53766C41980A9760331041411C50AF2253766C4120C63746321041415822432353766C41A0901D6C0E10414180DC4B3253766C41080610150A10414108EAA73153766C4101000000010000000001000000FFFFFFFF0000000002,NULL,12,2,NULL,0.06015645,0.35396116,8.01200000,0.01200000,58.55227800,8,NULL,0,0.04290263,NULL,1.83218336
51,262206096,260722063219.00000000,409.00000000,8,PVC,0.01767063,LOCAL,NULL,NULL,78,LOW,NULL,NULL,20,260722063101.00000000,7.22728700,0x5F0D000001040A000000080610150A10414108EAA73153766C41A0EF0147F00F4141C4610F4053766C41482E125FEF0F41413C54B34053766C4158573E26AE0F414130EF575C53766C418014622DAD0F414134209B5C53766C41F8FFF12FAC0F4141AC123F5D53766C41809A80FCAA0F4141A8937F5D53766C41A0A04DA9670F414150F35B7A53766C4168661FA2660F414154249F7A53766C41C8D6C69D3C0F4141F8D04B8A53766C4101000000010000000001000000FFFFFFFF0000000002,NULL,20,2,NULL,0.10026075,0.50619595,8.01200000,0.01200000,58.55227800,8,NULL,0,0.04185367,90,2.01734047
52,262205019,260722090401.00000000,165.00000000,8,PVC,0.00524461,LOCAL,NULL,NULL,91,LOW,NULL,NULL,17,260722054016.00000000,0.86536000,0x5F0D000001040C000000F84C5535D9084141F8A2833320776C41B8E48412DA084141346E57211F776C4190AED23EDB0841411C48D7B31D776C41902454EADC084141CC05744B1C776C4160264367DE0841419C4680151B776C41204006A9E1084141EC5A680919776C4170F0D109E60841414CDAADD216776C418035F425EB084141000F25B614776C41A0B7B10FF008414148F4250113776C41A86020C2F6084141B4251E0D11776C4168E00048FB084141107532E30F776C41688ADF6CFE0841418C4C933B0F776C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.04645776,8.01200000,0.01200000,36.59517375,5,NULL,0,0.14239695,NULL,0.76827010
53,262205020,260722054016.00000000,161.00000000,8,PVC,0.00642361,LOCAL,NULL,NULL,91,LOW,NULL,NULL,17,260722054015.00000000,1.03420200,0x5F0D000001040A000000688ADF6CFE0841418C4C933B0F776C4150E12E4508094141380657B90D776C41A0489DCC0B0941416CEEEE4F0D776C41208C587512094141147CD3880C776C41487BA9631A094141347A1BCA0B776C4158FBF4E427094141B018DBD90A776C4180DFE5622A094141E8B8D3B80A776C41905831F9320941417C2D085F0A776C41282452F433094141503F3B570A776C41A8E6BE2649094141440CF4280A776C4101000000010000000001000000FFFFFFFF0000000002,NULL,5,2,NULL,0.02506519,0.20989164,8.01200000,0.01200000,29.27613900,4,NULL,0,0.05316195,NULL,1.37972586
54,262205021,260722054015.00000000,400.00000000,8,PVC,0.00637631,LOCAL,NULL,NULL,91,LOW,NULL,NULL,17,260722054014.00000000,2.55052600,0x5F0D000001040E000000A8E6BE2649094141440CF4280A776C4118B24DFF5A09414188910B220A776C41D0CA1C22640941415C28AC1F0A776C415084674D6D094141F84E3F1D0A776C415041581676094141CCE5DF1A0A776C4120EB3C7B9D0941412C3D60100A776C4110779B15A40941412C3D60100A776C416815DC96B2094141149FBB0C0A776C4178DCCAD3B5094141A02BD70B0A776C4100A7308FE60941413C586CFA09776C4188B6C2BDE90941410C36DBF909776C41B8F9ECA3F9094141D84DBCF709776C41D8943E72FC0941415C5B18F709776C41D05749DE100A4141A02A7FEA09776C4101000000010000000001000000FFFFFFFF0000000002,NULL,9,2,NULL,0.04511734,0.37920365,8.01200000,0.01200000,87.82841700,12,NULL,0,0.06419307,NULL,1.37413760
55,262210025,260722100121.00000000,380.00000000,8,PVC,0.00914611,LOCAL,NULL,NULL,85,LOW,NULL,NULL,17,260722100120.00000000,3.47552100,0x5F0D000001040C00000030F4083EE80D4141DCB3213352776C41985BED39D90D4141D430C9F155776C41686F3CB1D50D4141ACCAA4D356776C4180D70D34CD0D4141689E5CF258776C4160FF2E6FCB0D41417054946359776C41D05A7726A90D4141D00F56F661776C41D842A361A70D4141D4944A6762776C4190A889A99D0D4141202B3ED564776C41D0CE359A9C0D4141D8F1251965776C415860EE4E7A0D4141347CA4AB6D776C4170C68F3F790D4141AC227CEF6D776C4168D7D073600D41411CEB42DB73776C4101000000010000000001000000FFFFFFFF0000000002,NULL,9,2,NULL,0.04511734,0.31662048,8.01200000,0.01200000,73.19034750,10,NULL,0,0.05630971,90,1.37413760
56,262210023,260722100119.00000000,342.00000000,8,PVC,0.00408028,LOCAL,NULL,NULL,83,LOW,NULL,NULL,17,260722100120.00000000,1.39545600,0x5F0D000001040B00000080A64BB4EB0C41419442595491776C41E8D048F3F10C4141581B56C18F776C414803F865F80C4141C04EAA248E776C418004C5FCFC0C4141386DA6FE8C776C41F87F8E731C0D414198E0872185776C41F08AE00C210D414110FF83FB83776C4198B6DEE1290D4141ECA1B0C581776C4180503DF12A0D414174FBD88181776C41307CC4F14D0D414104549EC278776C41F0D658014F0D41414C8DB67E78776C4168D7D073600D41411CEB42DB73776C4101000000010000000001000000FFFFFFFF0000000002,NULL,7,2,NULL,0.03509126,0.36869539,8.01200000,0.01200000,65.87131275,9,NULL,0,0.12366053,90,1.06877355
57,262210020,260722100116.00000000,110.00000000,8,PVC,0.01303789,LOCAL,NULL,NULL,83,LOW,NULL,NULL,17,260722100117.00000000,1.43416800,0x5F0D000001040600000058386F64D20C4141A414E7BBAF776C4178A6D05FD20C4141DC2F3F15AF776C4190DC405DD20C4141D82FB8A9AE776C418855CF29D20C414120A5A576A7776C418855CF29D20C414164561549A6776C41F0235DEBD10C414104468AFCA0776C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.02946533,8.01200000,0.01200000,29.27613900,4,NULL,0,0.17087636,NULL,0.76827010
58,262210022,260722100118.00000000,70.00000000,8,PVC,0.00094359,LOCAL,NULL,NULL,83,LOW,NULL,NULL,17,260722100119.00000000,0.06605100,0x5F0D000001040400000028A35D61D80C4141E492D0A598776C41E08FEEF9D90C414118AAFBF997776C4170194A08E30C4141741EA89694776C4180A64BB4EB0C41419442595491776C4101000000010000000001000000FFFFFFFF0000000002,NULL,5,2,NULL,0.02506519,0.54763736,8.01200000,0.01200000,14.63806950,2,NULL,0,0.29968751,NULL,0.50433517
59,262210021,260722100117.00000000,70.00000000,8,PVC,0.00264634,LOCAL,NULL,NULL,83,LOW,NULL,NULL,17,260722100118.00000000,0.18524400,0x5F0D0000010403000000F0235DEBD10C414104468AFCA0776C417003BE26D60C41412876C7869B776C4128A35D61D80C4141E492D0A598776C4101000000010000000001000000FFFFFFFF0000000002,NULL,4,2,NULL,0.02005215,0.26160850,8.01200000,0.01200000,7.31903475,1,NULL,0,0.14984374,NULL,0.61072779
60,262210014,260722100111.00000000,202.00000000,8,PVC,0.03400000,LOCAL,NULL,NULL,87,LOW,NULL,NULL,17,260722100112.00000000,NULL,0x5F0D0000010408000000C07558AB990D4141C45DE36837776C4138422CEE7E0D414104BED5F33D776C4170E6FDE67E0D4141F854A1F53D776C417838CD137C0D4141E0BEE1A53E776C41E8B7AF59710D41418CF8544641776C4110A5D054710D4141C8CAE84641776C41A8EE5DEB6F0D4141F48320A041776C41681306E84F0D41415C726F7549776C4101000000010000000001000000FFFFFFFF0000000002,NULL,51,2,NULL,0.25566491,0.93056218,8.01200000,0.01200000,29.27613900,4,NULL,0,0.04237166,NULL,3.74640337
61,262210011,260722100115.00000000,131.00000000,8,PVC,0.01150226,LOCAL,NULL,SCHOOL,86,LOW,NULL,NULL,17,260722100114.00000000,1.50679600,0x5F0D0000010406000000B8BAF6C44E0C41412840075CB0776C41E02858C04E0C414134203B4FAF776C41D0E30ABF4E0C41414C6F5F1DAF776C41087426A24E0C4141A4552088A9776C41789BB77A4E0C4141FC172EF5A1776C41B8BE48734E0C414154E62674A0776C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.03137064,8.01200000,0.01200000,29.27613900,4,NULL,0,0.14348397,NULL,0.76827010
62,262210042,260722100128.00000000,111.00000000,8,PVC,0.00663178,LOCAL,NULL,NULL,86,LOW,NULL,NULL,18,260722100127.00000000,0.73612800,0x5F0D0000010404000000A8AC136B020F41418407133E4C776C4100BBE678F20E414104DC46894B776C41E85E8632E50E414170989BF74A776C4168C54A08CA0E4141D4E482C049776C4101000000010000000001000000FFFFFFFF0000000002,NULL,13,2,NULL,0.06516949,0.53708497,8.01200000,0.01200000,14.63806950,2,NULL,9,0.03855442,90,1.31127135
63,262210043,260722100129.00000000,160.00000000,8,PVC,0.01621993,LOCAL,NULL,NULL,86,LOW,NULL,NULL,18,260722100128.00000000,2.59518800,0x5F0D000001040700000020B81656420F4141FC0BB01A58776C41A8DBA5CC320F41412896E15D54776C41F8ACEBE3230F4141D8FB8D6A51776C41F8F57CBC220F4141D87BCA3451776C4158CEDE6C1A0F414104DB61C04F776C4130B54BE8140F414120D851E04E776C41A8AC136B020F41418407133E4C776C4101000000010000000001000000FFFFFFFF0000000002,NULL,10,2,NULL,0.05013037,0.26417405,8.01200000,0.01200000,21.95710425,3,NULL,0,0.04012067,NULL,1.52681931
64,262210036,260722100124.00000000,115.00000000,8,PVC,0.00533698,LOCAL,NULL,NULL,87,LOW,NULL,NULL,18,260722100106.00000000,0.61375300,0x5F0D0000010405000000204530CF090F4141D0A4CDB729776C415805A36CF60E4141B04E0E8028776C419863C567EB0E414188C4BDCF27776C41D8A92BEFDA0E414120B67AC726776C4100BDA98DD20E41416C9DE54026776C4101000000010000000001000000FFFFFFFF0000000002,NULL,18,2,NULL,0.09023467,0.82897108,8.01200000,0.01200000,21.95710425,3,NULL,0,0.05582006,NULL,1.32225995
65,262210037,260722100215.00000000,382.00000000,8,PVC,0.01962543,LOCAL,NULL,NULL,87,LOW,NULL,NULL,18,260722100124.00000000,7.49691500,0x5F0D00000104120000007892C0F1A90F4141305A8DBA41776C4108BD246EA40F4141281D058140776C41A87071A4A30F4141ACF5985140776C41881D3304930F4141C493FD7C3C776C41D833AA6E820F4141605C2A2739776C41C8513930780F414198246F4537776C41B076BA05720F4141584A6F2536776C41F011901F630F4141B012ACC733776C41E0F1ED785F0F41416051973633776C41C064D01E550F41411C7868CC31776C41E8CCE3774B0F414128A08F6230776C41F87D12D4430F414180F0A76E2F776C41F82947B33C0F41412C33E58B2E776C41E84F88A8320F41416C7CCC6C2D776C41E0205A0B270F4141E0E798392C776C4178992D2F1E0F414158BD494F2B776C41781D500A120F414130005A472A776C41204530CF090F4141D0A4CDB729776C4101000000010000000001000000FFFFFFFF0000000002,NULL,8,2,NULL,0.04010430,0.19212996,8.01200000,0.01200000,80.50938225,11,NULL,1,0.06161638,NULL,2.20756116
66,262206151,260722063644.00000000,89.00000000,8,PVC,0.00846025,LOCAL,NULL,NULL,86,LOW,NULL,NULL,18,260722063643.00000000,0.75296200,0x5F0D000001040900000078A565B7870F41417CB0F2650F776C4170F71836830F41418CC69A940E776C417028C8727F0F4141E4668BF70D776C41580818F57A0F4141A48F3F500D776C41B0C659A0760F414178D503C10C776C4118F88A68700F41418CEC03110C776C41F0489BD5690F4141F0F2A7790B776C4128077FFC640F414114F4F71E0B776C4100604F745F0F4141307307CC0A776C4101000000010000000001000000FFFFFFFF0000000002,NULL,18,2,NULL,0.09023467,0.65840871,8.01200000,0.01200000,7.31903475,1,NULL,0,0.02404233,NULL,1.81560632
67,262210031,260722100210.00000000,204.00000000,8,PVC,0.04989584,LOCAL,NULL,NULL,80,LOW,NULL,NULL,18,260722100211.00000000,10.17875200,0x5F0D0000010408000000188B39F1CD104141D8B380552C776C4168400949CD104141E84F212B2C776C4130E228C3C7104141F8E3A9CC2A776C41B0B76082A8104141A45CBA0923776C41D00E5E2BA310414184BB53B621776C4120C2318F981041412C3C68141F776C41D8CDB224931041415067E7BB1D776C415841C5878610414130BA5C9A1A776C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.01506200,8.01200000,0.01200000,43.91420850,6,NULL,1,0.13820883,NULL,0.76827010
68,262210030,260722100211.00000000,142.00000000,8,PVC,0.02091992,LOCAL,NULL,NULL,80,LOW,NULL,NULL,18,260722063758.00000000,2.97062900,0x5F0D00000104060000005841C5878610414130BA5C9A1A776C419832BC7C7410414128CD6CDF15776C41181308BD6F104141BC3FBEC214776C4190BFDAD567104141D48112B612776C414003FDBB62104141C00F1A7711776C41382AF0F953104141F48197E10D776C4101000000010000000001000000FFFFFFFF0000000002,NULL,6,2,NULL,0.03007822,0.13956800,8.01200000,0.01200000,29.27613900,4,NULL,0,0.06027517,NULL,1.65567059
69,262210012,260722100114.00000000,334.00000000,8,PVC,0.03400000,LOCAL,NULL,SCHOOL,86,LOW,NULL,NULL,17,260722100146.00000000,NULL,0x5F0D0000010411000000B8BE48734E0C414154E62674A0776C41E8F868A34E0C4141F833027B9E776C416031B6044F0C414184EC42D39C776C4188C8E923500C414164275C029A776C4140A976DA510C4141A034343697776C41C0335AAC530C4141C0117DF294776C41B8BC18E1550C4141701459B492776C41407715555A0C414188013E158F776C4160CB64225F0C41419CF1D6EE8B776C4100A056B6640C4141F4B12EDD88776C41109742E7680C414134E24FD886776C41D85B706E6D0C4141D82F2BDF84776C4190208247700C4141D42A40B883776C4190233084750C414114241CC281776C41E82B81B27C0C41413098D8567F776C41407F0068840C4141D0B214067D776C41E0044C9E8C0C41411C7BA9D17A776C4101000000010000000001000000FFFFFFFF0000000002,NULL,4,2,NULL,0.02005215,0.07298527,8.01200000,0.01200000,65.87131275,9,NULL,0,0.05765844,NULL,3.07307887
70,262205002,260722053401.00000000,217.00000000,8,PVC,0.00379261,LOCAL,NULL,NULL,91,LOW,NULL,NULL,21,260722053402.00000000,0.82299600,0x5F0D00000104030000004897A458B40541419465DB79C0756C4100F92543F905414148AC781CC0756C41E8D7FC5B230641416CAE20E3BF756C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.05463184,8.01200000,0.01200000,7.31903475,1,NULL,0,0.02165483,60,0.76827010
71,262205029,260722053407.00000000,395.00000000,8,PVC,0.00549174,LOCAL,NULL,NULL,93,LOW,NULL,NULL,21,260722053402.00000000,2.16923900,0x5F0D000001040B00000098496723E9064141A0EF47B9BD756C41081D07B3E4064141649FA0C5BD756C41287D5A01DA06414184A3A4E3BD756C4108A14F55C60641417489F01ABE756C4158411F4DC60641417489F01ABE756C41E0BAF565A10641411C693C82BE756C412039198B83064141FC9BB0D5BE756C4148A77A86830641413CED03D6BE756C41A0719AEB810641418CDE7CDABE756C41A8BC56153E064141F86C5098BF756C41E8D7FC5B230641416CAE20E3BF756C4101000000010000000001000000FFFFFFFF0000000002,NULL,18,2,NULL,0.09023467,0.81720720,8.01200000,0.01200000,51.23324325,7,NULL,0,0.03791995,60,1.32225995
72,262205037,260722053412.00000000,338.00000000,8,PVC,0.00529300,LOCAL,NULL,NULL,93,LOW,NULL,NULL,21,260722053410.00000000,1.78903500,0x5F0D000001040700000078CBD5943D064141D82AF4B027766C4190CFE46D550641414870031629766C4198A47EFBB10641417C1887812E766C41D820130BB2064141FC3B6E822E766C41009A1BCCD2064141E4F8C16D30766C4120B72BE4D20641419CBDF96E30766C41F038580BE10641412853524331766C4101000000010000000001000000FFFFFFFF0000000002,NULL,4,2,NULL,0.02005215,0.18497955,8.01200000,0.01200000,21.95710425,3,NULL,0,0.04170799,90,1.10378058
73,262205038,260722053413.00000000,156.00000000,8,PVC,0.01024499,LOCAL,NULL,NULL,91,LOW,NULL,NULL,21,260722053412.00000000,1.59821900,0x5F0D0000010406000000904F6EE41E0641418C0754C338766C41A0709CAB2006414144AFECC437766C41B8441BEB210641418432CD0F37766C414809FA852E064141ACA2E50830766C411896ACE42F0641416CFE05392F766C4178CBD5943D064141D82AF4B027766C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.03323986,8.01200000,0.01200000,29.27613900,4,NULL,0,0.12048974,NULL,0.76827010
74,262205034,260722053414.00000000,343.00000000,8,PVC,0.02532250,LOCAL,NULL,NULL,83,LOW,NULL,NULL,21,260722053404.00000000,8.68561700,0x5F0D0000010408000000302B3A7192054141608AABA413766C418040E7A29905414104EC70C00F766C41D88088B39905414160597CB70F766C41780AF2F9B2054141AC28AB0C02766C41600EF4FAB205414138B5C60B02766C41D8779115C6054141245D19B7F7756C4108875E82D40541412CAEEAE9EF756C412841CB93DA05414114650FA0EC756C4101000000010000000001000000FFFFFFFF0000000002,NULL,8,2,NULL,0.04010430,0.16914197,8.01200000,0.01200000,29.27613900,4,NULL,0,0.02495357,90,2.20756116
75,262205036,260722053416.00000000,288.00000000,8,PVC,0.00997855,LOCAL,NULL,NULL,91,LOW,NULL,NULL,21,260722053414.00000000,2.87382100,0x5F0D0000010405000000C07FE0EC14064141BC2421E322766C4110F600320E06414140AB2C1A22766C41B00D2863E90541415C46DDCC1D766C4168AC1014B5054141F8B182B017766C41302B3A7192054141608AABA413766C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.03368071,8.01200000,0.01200000,21.95710425,3,NULL,1,0.04894896,90,0.76827010
76,262205055,260722053317.00000000,307.00000000,8,PVC,0.05150614,LOCAL,NULL,NULL,81,LOW,NULL,NULL,22,260722053305.00000000,15.81238400,0x5F0D000001040D00000008E4CB88DA044141B8D75529E3756C4100D3DB00DC04414174F23571E0756C41B83ACC13DD04414144ACF172DE756C41904DAB18DD04414148E0B56BDE756C4118C41AABDD044141B0E3A55BDD756C41800F5E02E204414134DB1B52D5756C417058AD04E2044141A4984F4DD5756C41B08E895DE30441416CD318CFD2756C4118DACCB4E704414144B659C4CA756C41309D6943EB0441412C0C972EC4756C4190FDD222EC044141AC11548EC2756C41A094C928EC0441419CF5EF82C2756C419872F7EFEF044141A0994D85BB756C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.01482468,8.01200000,0.01200000,51.23324325,7,NULL,0,0.10714561,90,0.76827010
77,262205054,260722053316.00000000,308.00000000,8,PVC,0.04214136,LOCAL,NULL,NULL,79,LOW,NULL,NULL,22,260722053304.00000000,12.97953900,0x5F0D000001040F000000A839C5120D04414134F6D86EE2756C4138D906C90E0441415471A901E1756C4180E345B30F044141B0F73549E0756C4148E5265910044141FCAD5DC2DF756C415096134019044141D4B7D2ADD9756C4190ED0F891B044141B092CF0AD8756C41189750741F044141108ECC6FD5756C4190AA00522404414170AE941BD1756C417848B10F25044141F47F14EECF756C417837CF5E27044141C81CFE6FCC756C4118FF9DAB2804414164E0C65EC8756C415873808728044141F0B9C663C4756C41B071FD6528044141C87FC79EC3756C41586F200228044141801F7BECC1756C413839A22D27044141B055C83EBD756C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.01638931,8.01200000,0.01200000,58.55227800,8,NULL,0,0.12205454,90,0.76827010
78,262205052,260722053314.00000000,251.00000000,8,PVC,0.05065574,LOCAL,NULL,NULL,82,LOW,NULL,NULL,22,260722053313.00000000,12.71459100,0x5F0D00000104070000008803349A1703414174D667E9FD756C4108C0522A23034141344C0048F9756C41E87381F22F034141E45A5AFFF3756C41D87C6FFA3D034141807883E3ED756C41805B8A48480341410068877EE9756C41308F4828520341412038544BE5756C41D8D46602570341411CE2052CE3756C4101000000010000000001000000FFFFFFFF0000000002,NULL,7,2,NULL,0.03509126,0.10464015,8.01200000,0.01200000,36.59517375,5,NULL,0,0.04262487,NULL,1.93161588
79,262205071,260722053201.00000000,133.00000000,8,PVC,0.00651432,LOCAL,NULL,NULL,89,LOW,NULL,NULL,19,260722053202.00000000,0.86640400,0x5F0D0000010403000000804DD6C041FF404110436B07C5756C41284FFF7C65FF40411CAAEFC2C4756C417807F86583FF404140AC9789C4756C4101000000010000000001000000FFFFFFFF0000000002,NULL,80,2,NULL,0.40104300,3.33480257,8.01200000,0.01200000,7.31903475,1,NULL,0,0.01608848,NULL,2.29780713
